[[Snapshot 0] [Node /windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/searchindexer.exe_2476 | label=0 | frequency=4
[[Snapshot 8] [Node /program files/vmware/vmware tools/vmwareresolutionset.exe_2676] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmwareresolutionset.exe_2676 | label=0 | frequency=1
[[Snapshot 9] [Node c:"//] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"// | label=0 | frequency=47
[[Snapshot 9] [Node c:"/users/desktop.ini] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/users/desktop.ini | label=0 | frequency=8
[[Snapshot 9] [Node c:"/windows/system32/xmllite.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/xmllite.dll | label=0 | frequency=11
[[Snapshot 9] [Node c:"/windows/system32/propsys.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/propsys.dll | label=0 | frequency=22
[[Snapshot 9] [Node c:"/windows/system32/sechost.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/sechost.dll | label=0 | frequency=90
[[Snapshot 9] [Node c:"/windows/system32/imm32.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/imm32.dll | label=0 | frequency=77
[[Snapshot 9] [Node c:"/windows/system32/rpcss.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/rpcss.dll | label=0 | frequency=48
[[Snapshot 9] [Node c:"/windows/system32/samcli.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/samcli.dll | label=0 | frequency=15
[[Snapshot 9] [Node c:"/windows/system32/cryptsp.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/cryptsp.dll | label=0 | frequency=52
[[Snapshot 9] [Node c:"/windows/system32/rsaenh.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/rsaenh.dll | label=0 | frequency=47
[[Snapshot 9] [Node c:"/windows/system32/cryptbase.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/cryptbase.dll | label=0 | frequency=58
[[Snapshot 9] [Node c:"/windows/system32] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32 | label=0 | frequency=88
[[Snapshot 9] [Node c:"/windows/system32/netutils.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/netutils.dll | label=0 | frequency=18
[[Snapshot 9] [Node c:"/windows/registration/r000000000006.clb] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/registration/r000000000006.clb | label=0 | frequency=47
[[Snapshot 9] [Node c:"/windows/winsxs/x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2 | label=0 | frequency=22
[[Snapshot 9] [Node c:"/windows/winsxs/x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2/comctl32.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2/comctl32.dll | label=0 | frequency=23
[[Snapshot 9] [Node c:"/windows/windowsshell.manifest] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/windowsshell.manifest | label=0 | frequency=22
[[Snapshot 9] [Node c:"/windows/globalization/sorting/sortdefault.nls] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/globalization/sorting/sortdefault.nls | label=0 | frequency=90
[[Snapshot 9] [Node c:"/windows/system32/rpcrtremote.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/rpcrtremote.dll | label=0 | frequency=47
[[Snapshot 9] [Node c:"/windows/system32/wtsapi32.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wtsapi32.dll | label=0 | frequency=47
[[Snapshot 9] [Node c:"/windows/system32/services.exe_516] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/services.exe_516 | label=0 | frequency=48
[[Snapshot 9] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57 | label=0 | frequency=32
[[Snapshot 9] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcr90.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcr90.dll | label=0 | frequency=33
[[Snapshot 9] [Node c:"/windows] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows | label=0 | frequency=39
[[Snapshot 9] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcp90.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcp90.dll | label=0 | frequency=30
[[Snapshot 9] [Node c:"/windows/system32/ntmarta.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/ntmarta.dll | label=0 | frequency=23
[[Snapshot 9] [Node c:"/windows/system32/wevtapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wevtapi.dll | label=0 | frequency=11
[[Snapshot 9] [Node c:"/windows/system32/winmm.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/winmm.dll | label=0 | frequency=38
[[Snapshot 9] [Node c:"/windows/system32/svchost.exe_1180] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/svchost.exe_1180 | label=0 | frequency=489
[[Snapshot 9] [Node c:"/windows/system32/api-ms-win-downlevel-shlwapi-l2-1-0.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/api-ms-win-downlevel-shlwapi-l2-1-0.dll | label=0 | frequency=4
[[Snapshot 9] [Node connection_224.0.0.252_192.168.223.1] type=3 | type_name=NETFLOW_OBJECT | properties=connection_224.0.0.252_192.168.223.1 | label=0 | frequency=45
[[Snapshot 9] [Node connection_fe80::c859:557e:466f:7f5a_ff02::1:3] type=3 | type_name=NETFLOW_OBJECT | properties=connection_fe80::c859:557e:466f:7f5a_ff02::1:3 | label=0 | frequency=45
[[Snapshot 9] [Node connection_192.168.223.1_224.0.0.252] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.1_224.0.0.252 | label=0 | frequency=45
[[Snapshot 9] [Node connection_ff02::1:3_fe80::c859:557e:466f:7f5a] type=3 | type_name=NETFLOW_OBJECT | properties=connection_ff02::1:3_fe80::c859:557e:466f:7f5a | label=0 | frequency=45
[[Snapshot 9] [Node c:"/windows/system32/wship6.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wship6.dll | label=0 | frequency=16
[[Snapshot 9] [Node c:"/windows/system32/csrss.exe_412] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/csrss.exe_412 | label=0 | frequency=4
[[Snapshot 9] [Node connection_192.168.223.128_192.168.223.2] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_192.168.223.2 | label=0 | frequency=212
[[Snapshot 9] [Node 198.41.0.4] type=3 | type_name=NETFLOW_OBJECT | properties=198.41.0.4 | label=0 | frequency=11
[[Snapshot 9] [Node safebrowsing.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=safebrowsing.google.com | label=0 | frequency=7
[[Snapshot 9] [Node 216.239.38.10] type=3 | type_name=NETFLOW_OBJECT | properties=216.239.38.10 | label=0 | frequency=9
[[Snapshot 9] [Node /program files/mozilla firefox/firefox.exe_3548] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/mozilla firefox/firefox.exe_3548 | label=0 | frequency=88
[[Snapshot 9] [Node c:"/program files/mozilla firefox/firefox.exe_3548] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/mozilla firefox/firefox.exe_3548 | label=0 | frequency=144
[[Snapshot 9] [Node c:"/program files/vmware/vmware tools/vmwareresolutionset.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/vmware/vmware tools/vmwareresolutionset.exe | label=0 | frequency=24
[[Snapshot 9] [Node c:"/program files/vmware/vmware tools/vmtoolsd.exe_1756] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/vmware/vmware tools/vmtoolsd.exe_1756 | label=0 | frequency=17
[[Snapshot 9] [Node c:"/windows/system32/wshqos.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wshqos.dll | label=0 | frequency=7
[[Snapshot 9] [Node c:"/windows/system32/icmp.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/icmp.dll | label=0 | frequency=25
[[Snapshot 9] [Node c:"/programdata/vmware/vmware tools] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/programdata/vmware/vmware tools | label=0 | frequency=27
[[Snapshot 9] [Node c:"/windows/system32/samlib.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/samlib.dll | label=0 | frequency=11
[[Snapshot 9] [Node c:"/windows/system32/mscms.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/mscms.dll | label=0 | frequency=4
[[Snapshot 9] [Node c:"/windows/system32/audioses.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/audioses.dll | label=0 | frequency=6
[[Snapshot 9] [Node c:"/windows/fonts/times.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/times.ttf | label=0 | frequency=3
[[Snapshot 9] [Node c:"/windows/system32/mmdevapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/mmdevapi.dll | label=0 | frequency=11
[[Snapshot 9] [Node c:"/windows/fonts/segoeui.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/segoeui.ttf | label=0 | frequency=3
[[Snapshot 9] [Node a1089.dscd.akamai.net] type=3 | type_name=NETFLOW_OBJECT | properties=a1089.dscd.akamai.net | label=0 | frequency=7
[[Snapshot 9] [Node detectportal.firefox.com] type=3 | type_name=NETFLOW_OBJECT | properties=detectportal.firefox.com | label=0 | frequency=6
[[Snapshot 9] [Node -_0] type=0 | type_name=SUBJECT_PROCESS | properties=-_0 | label=0 | frequency=17
[[Snapshot 9] [Node dcky6u1m8u6el.cloudfront.net] type=3 | type_name=NETFLOW_OBJECT | properties=dcky6u1m8u6el.cloudfront.net | label=0 | frequency=2
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net] type=3 | type_name=NETFLOW_OBJECT | properties=tiles-cloudfront.cdn.mozilla.net | label=0 | frequency=9
[[Snapshot 9] [Node connection_192.168.223.128_52.85.117.14] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_52.85.117.14 | label=0 | frequency=8
[[Snapshot 9] [Node 172.217.4.78] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.4.78 | label=0 | frequency=11
[[Snapshot 9] [Node sb.l.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=sb.l.google.com | label=0 | frequency=4
[[Snapshot 9] [Node 172.217.5.14] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.5.14 | label=0 | frequency=7
[[Snapshot 9] [Node www3.l.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=www3.l.google.com | label=0 | frequency=7
[[Snapshot 9] [Node c:"/windows/system32/powrprof.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/powrprof.dll | label=0 | frequency=14
[[Snapshot 9] [Node c:"/windows/system32/cscapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/cscapi.dll | label=0 | frequency=7
[[Snapshot 9] [Node connection_192.168.223.128_23.62.239.24] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_23.62.239.24 | label=0 | frequency=5
[[Snapshot 9] [Node www.gstatic.com] type=3 | type_name=NETFLOW_OBJECT | properties=www.gstatic.com | label=0 | frequency=6
[[Snapshot 9] [Node www.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=www.google.com | label=0 | frequency=8
[[Snapshot 9] [Node ssl.gstatic.com] type=3 | type_name=NETFLOW_OBJECT | properties=ssl.gstatic.com | label=0 | frequency=6
[[Snapshot 9] [Node googlehosted.l.googleusercontent.com] type=3 | type_name=NETFLOW_OBJECT | properties=googlehosted.l.googleusercontent.com | label=0 | frequency=4
[[Snapshot 9] [Node 172.217.4.193] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.4.193 | label=0 | frequency=2
[[Snapshot 9] [Node lh3.googleusercontent.com] type=3 | type_name=NETFLOW_OBJECT | properties=lh3.googleusercontent.com | label=0 | frequency=3
[[Snapshot 9] [Node plus.l.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=plus.l.google.com | label=0 | frequency=7
[[Snapshot 9] [Node 172.217.9.78] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.9.78 | label=0 | frequency=5
[[Snapshot 9] [Node clients.l.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=clients.l.google.com | label=0 | frequency=5
[[Snapshot 9] [Node clients5.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=clients5.google.com | label=0 | frequency=3
[[Snapshot 9] [Node apis.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=apis.google.com | label=0 | frequency=4
[[Snapshot 9] [Node ogs.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=ogs.google.com | label=0 | frequency=3
[[Snapshot 9] [Node 172.217.4.46] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.4.46 | label=0 | frequency=3
[[Snapshot 9] [Node connection_192.168.223.128_224.0.0.252] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_224.0.0.252 | label=0 | frequency=19
[[Snapshot 9] [Node connection_fe80::a14c:1f26:e307:b34d_ff02::1:3] type=3 | type_name=NETFLOW_OBJECT | properties=connection_fe80::a14c:1f26:e307:b34d_ff02::1:3 | label=0 | frequency=18
[[Snapshot 9] [Node pagead46.l.doubleclick.net] type=3 | type_name=NETFLOW_OBJECT | properties=pagead46.l.doubleclick.net | label=0 | frequency=5
[[Snapshot 9] [Node 216.239.34.10] type=3 | type_name=NETFLOW_OBJECT | properties=216.239.34.10 | label=0 | frequency=5
[[Snapshot 9] [Node notifications.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=notifications.google.com | label=0 | frequency=3
[[Snapshot 9] [Node adservice.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=adservice.google.com | label=0 | frequency=3
[[Snapshot 9] [Node play.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=play.google.com | label=0 | frequency=4
[[Snapshot 9] [Node accounts.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=accounts.google.com | label=0 | frequency=6
[[Snapshot 9] [Node googleads.g.doubleclick.net] type=3 | type_name=NETFLOW_OBJECT | properties=googleads.g.doubleclick.net | label=0 | frequency=3
[[Snapshot 9] [Node /users/aalsahee/appdata/local/mozilla/firefox/profiles/a6gl280b.default/cache2/entries/2732bcc97e7eb9ec9de3e8ea8f56d7971cbdcd22] type=5 | type_name=PRINCIPAL_LOCAL | properties=/users/aalsahee/appdata/local/mozilla/firefox/profiles/a6gl280b.default/cache2/entries/2732bcc97e7eb9ec9de3e8ea8f56d7971cbdcd22 | label=0 | frequency=2
[[Snapshot 9] [Node /program files/vmware/vmware tools/vmwareresolutionset.exe_1368] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmwareresolutionset.exe_1368 | label=0 | frequency=15
[[Snapshot 9] [Node /program files/vmware/vmware tools/vmwareresolutionset.exe_1200] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmwareresolutionset.exe_1200 | label=0 | frequency=15
[[Snapshot 9] [Node NOPROCESSNAME_1796] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_1796 | label=0 | frequency=4
[[Snapshot 9] [Node c:"/windows/fonts/segoeuil.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/segoeuil.ttf | label=0 | frequency=2
[[Snapshot 9] [Node c:"/windows/fonts/segoeuib.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/segoeuib.ttf | label=0 | frequency=2
[[Snapshot 9] [Node 52.85.117.158] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.158 | label=0 | frequency=1
[[Snapshot 9] [Node 52.85.117.214] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.214 | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/cc63774b7a9aae02fe36bc5caf90c1e25e66a2bc.13791.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/cc63774b7a9aae02fe36bc5caf90c1e25e66a2bc.13791.png | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/af34c0541c6cdff392ec4414cb5949fa7012271d.17141.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/af34c0541c6cdff392ec4414cb5949fa7012271d.17141.png | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/b18c52ee5445fb37ed466d695f7e018efd0ad58f.95655.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/b18c52ee5445fb37ed466d695f7e018efd0ad58f.95655.png | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/e822cd4628c5162313f49f5d4556f8aafdf38750.11513.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/e822cd4628c5162313f49f5d4556f8aafdf38750.11513.png | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/0152ecdf5b18e095d255486b18c3f6a04ba6300e.27260.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/0152ecdf5b18e095d255486b18c3f6a04ba6300e.27260.png | label=0 | frequency=1
[[Snapshot 9] [Node tiles-cloudfront.cdn.mozilla.net/images/12abda9be001265d0721947e520149fb781562b8.10301.png] type=6 | type_name=NetFlowObject | properties=tiles-cloudfront.cdn.mozilla.net/images/12abda9be001265d0721947e520149fb781562b8.10301.png | label=0 | frequency=1
[[Snapshot 9] [Node c:"/windows/fonts/tahoma.ttf] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/fonts/tahoma.ttf | label=0 | frequency=1
[[Snapshot 9] [Node /program files/vmware/vmware tools/vmwareresolutionset.exe_3128] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmwareresolutionset.exe_3128 | label=0 | frequency=15
[[Snapshot 9] [Node NOPROCESSNAME_840] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_840 | label=0 | frequency=1
[[Snapshot 9] [Node webmaker.org] type=3 | type_name=NETFLOW_OBJECT | properties=webmaker.org | label=0 | frequency=3
[[Snapshot 9] [Node 52.85.117.160] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.160 | label=0 | frequency=1
[[Snapshot 9] [Node ocsp.sca1b.amazontrust.com] type=3 | type_name=NETFLOW_OBJECT | properties=ocsp.sca1b.amazontrust.com | label=0 | frequency=3
[[Snapshot 9] [Node 52.85.113.139] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.113.139 | label=0 | frequency=1
[[Snapshot 9] [Node 52.85.117.102] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.102 | label=0 | frequency=4
[[Snapshot 9] [Node 52.85.113.13] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.113.13 | label=0 | frequency=4
[[Snapshot 9] [Node /program files/vmware/vmware tools/vmwareresolutionset.exe_704] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmwareresolutionset.exe_704 | label=0 | frequency=15
[[Snapshot 9] [Node session_52.85.113.13_80] type=3 | type_name=NETFLOW_OBJECT | properties=session_52.85.113.13_80 | label=0 | frequency=1
[[Snapshot 9] [Node session_192.168.223.128_49222] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.128_49222 | label=0 | frequency=3
[[Snapshot 9] [Node session_192.168.223.128_49221] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.128_49221 | label=0 | frequency=3
[[Snapshot 9] [Node connection_192.168.223.128_52.85.117.102] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_52.85.117.102 | label=0 | frequency=2
