Variant_ID,Model,Condition,Strategy,Description,R1,R2,R3,Mean,UsabilityFlag
Qwen7B-NoAttr-066,Qwen2.5-7B,w/o Attr Feasibility,Extension,bash->node enumerate auth log,1,1,1,1.0,N
Qwen7B-NoAttr-067,Qwen2.5-7B,w/o Attr Feasibility,Replacement,ssh->tar enumerate auth log,4,4,4,4.0,Y
Qwen7B-NoAttr-068,Qwen2.5-7B,w/o Attr Feasibility,Extension,python->node enumerate shell history,1,1,1,1.0,N
Qwen7B-NoAttr-069,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,wget->cron decode config,1,1,1,1.0,N
Qwen7B-NoAttr-070,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->curl access cache,4,5,4,4.33,Y
Qwen7B-NoAttr-071,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,tar->perl access auth log,3,4,5,4.0,Y
Qwen7B-NoAttr-072,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,python->scp decode cache,2,2,2,2.0,N
Qwen7B-NoAttr-073,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,python->perl copy shell history,4,1,4,3.0,N
Qwen7B-NoAttr-074,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->tar transfer network socket,3,3,3,3.0,N
Qwen7B-NoAttr-075,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ruby->scp copy config,2,2,2,2.0,N
Qwen7B-NoAttr-076,Qwen2.5-7B,w/o Attr Feasibility,Extension,scp->java copy shell history,1,1,1,1.0,N
Qwen7B-NoAttr-077,Qwen2.5-7B,w/o Attr Feasibility,Extension,ssh->java stage shell history,2,2,2,2.0,N
Qwen7B-NoAttr-078,Qwen2.5-7B,w/o Attr Feasibility,Replacement,ssh->tar stage config,2,2,2,2.0,N
Qwen7B-NoAttr-079,Qwen2.5-7B,w/o Attr Feasibility,Replacement,scp->python modify config,3,3,3,3.0,N
Qwen7B-NoAttr-080,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->ruby copy auth log,5,5,5,5.0,Y
Qwen7B-NoAttr-081,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->python access shell history,4,4,4,4.0,Y
Qwen7B-NoAttr-082,Qwen2.5-7B,w/o Attr Feasibility,Replacement,bash->perl execute network socket,4,1,3,2.67,N
Qwen7B-NoAttr-083,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->node decode cache,3,3,3,3.0,N
Qwen7B-NoAttr-084,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,tar->perl execute shell history,4,4,4,4.0,Y
Qwen7B-NoAttr-085,Qwen2.5-7B,w/o Attr Feasibility,Extension,wget->python enumerate network socket,1,1,1,1.0,N
Qwen7B-NoAttr-086,Qwen2.5-7B,w/o Attr Feasibility,Replacement,scp->ssh decode config,4,4,3,3.67,N
Qwen7B-NoAttr-087,Qwen2.5-7B,w/o Attr Feasibility,Replacement,perl->python execute credential store,4,4,4,4.0,Y
Qwen7B-NoAttr-088,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,perl->curl execute cache,4,4,1,3.0,N
Qwen7B-NoAttr-089,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->curl enumerate cache,5,3,4,4.0,Y
Qwen7B-NoAttr-090,Qwen2.5-7B,w/o Attr Feasibility,Extension,ssh->ruby execute cache,5,5,4,4.67,Y
Qwen7B-NoAttr-091,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,python->wget stage credential store,5,5,5,5.0,Y
Qwen7B-NoAttr-092,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->curl enumerate network socket,1,1,1,1.0,N
Qwen7B-NoAttr-093,Qwen2.5-7B,w/o Attr Feasibility,Replacement,bash->scp execute config,1,4,4,3.0,N
Qwen7B-NoAttr-094,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->scp modify archive,3,3,3,3.0,N
Qwen7B-NoAttr-095,Qwen2.5-7B,w/o Attr Feasibility,Replacement,scp->node execute auth log,5,5,5,5.0,Y
Qwen7B-NoAttr-096,Qwen2.5-7B,w/o Attr Feasibility,Replacement,wget->bash enumerate shell history,2,2,2,2.0,N
Qwen7B-NoAttr-097,Qwen2.5-7B,w/o Attr Feasibility,Replacement,bash->python stage archive,3,3,3,3.0,N
Qwen7B-NoAttr-098,Qwen2.5-7B,w/o Attr Feasibility,Extension,java->scp modify auth log,3,3,3,3.0,N
Qwen7B-NoAttr-099,Qwen2.5-7B,w/o Attr Feasibility,Extension,ssh->scp stage shell history,3,3,3,3.0,N
Qwen7B-NoAttr-100,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->tar enumerate config,4,4,3,3.67,N
Qwen7B-NoImp-001,Qwen2.5-7B,w/o Imperceptibility,Replacement,python->tar access config,3,2,1,2.0,N
Qwen7B-NoImp-002,Qwen2.5-7B,w/o Imperceptibility,Extension,perl->python transfer service,3,3,3,3.0,N
Qwen7B-NoImp-003,Qwen2.5-7B,w/o Imperceptibility,Rewriting,bash->curl decode auth log,5,5,5,5.0,Y
Qwen7B-NoImp-004,Qwen2.5-7B,w/o Imperceptibility,Replacement,curl->node copy auth log,3,3,3,3.0,N
Qwen7B-NoImp-005,Qwen2.5-7B,w/o Imperceptibility,Extension,perl->scp stage shell history,1,3,2,2.0,N
Qwen7B-NoImp-006,Qwen2.5-7B,w/o Imperceptibility,Replacement,curl->node transfer cache,1,1,1,1.0,N
Qwen7B-NoImp-007,Qwen2.5-7B,w/o Imperceptibility,Rewriting,python->ruby decode auth log,3,3,3,3.0,N
Qwen7B-NoImp-008,Qwen2.5-7B,w/o Imperceptibility,Extension,wget->python stage auth log,4,4,4,4.0,Y
Qwen7B-NoImp-009,Qwen2.5-7B,w/o Imperceptibility,Replacement,ruby->python decode shell history,5,5,5,5.0,Y
Qwen7B-NoImp-010,Qwen2.5-7B,w/o Imperceptibility,Rewriting,node->curl modify archive,4,4,4,4.0,Y
Qwen7B-NoImp-011,Qwen2.5-7B,w/o Imperceptibility,Replacement,java->curl enumerate shell history,4,4,3,3.67,N
Qwen7B-NoImp-012,Qwen2.5-7B,w/o Imperceptibility,Rewriting,tar->python transfer shell history,2,2,2,2.0,N
Qwen7B-NoImp-013,Qwen2.5-7B,w/o Imperceptibility,Extension,wget->ruby modify config,5,5,5,5.0,Y
Qwen7B-NoImp-014,Qwen2.5-7B,w/o Imperceptibility,Extension,tar->bash access service,4,3,2,3.0,N
Qwen7B-NoImp-015,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->scp access cache,2,2,2,2.0,N
Qwen7B-NoImp-016,Qwen2.5-7B,w/o Imperceptibility,Extension,ssh->wget stage network socket,4,4,4,4.0,Y
Qwen7B-NoImp-017,Qwen2.5-7B,w/o Imperceptibility,Extension,perl->java decode cache,2,2,2,2.0,N
Qwen7B-NoImp-018,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->ruby access service,1,1,1,1.0,N
Qwen7B-NoImp-019,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ruby->bash execute service,5,5,5,5.0,Y
Qwen7B-NoImp-020,Qwen2.5-7B,w/o Imperceptibility,Extension,bash->perl access cache,4,4,4,4.0,Y
Qwen7B-NoImp-021,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->curl access archive,3,3,3,3.0,N
Qwen7B-NoImp-022,Qwen2.5-7B,w/o Imperceptibility,Extension,wget->tar execute service,3,3,3,3.0,N
Qwen7B-NoImp-023,Qwen2.5-7B,w/o Imperceptibility,Replacement,bash->node transfer credential store,3,3,3,3.0,N
Qwen7B-NoImp-024,Qwen2.5-7B,w/o Imperceptibility,Replacement,perl->wget stage service,2,2,2,2.0,N
Qwen7B-NoImp-025,Qwen2.5-7B,w/o Imperceptibility,Extension,node->wget modify archive,2,2,2,2.0,N
Qwen7B-NoImp-026,Qwen2.5-7B,w/o Imperceptibility,Replacement,tar->cron stage service,5,5,4,4.67,Y
Qwen7B-NoImp-027,Qwen2.5-7B,w/o Imperceptibility,Rewriting,scp->bash execute shell history,4,4,4,4.0,Y
Qwen7B-NoImp-028,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ssh->wget stage cache,3,3,3,3.0,N
Qwen7B-NoImp-029,Qwen2.5-7B,w/o Imperceptibility,Extension,bash->cron decode cache,3,3,3,3.0,N
Qwen7B-NoImp-030,Qwen2.5-7B,w/o Imperceptibility,Replacement,ssh->tar execute network socket,5,5,5,5.0,Y
Qwen7B-NoImp-031,Qwen2.5-7B,w/o Imperceptibility,Replacement,scp->perl execute auth log,4,4,4,4.0,Y
Qwen7B-NoImp-032,Qwen2.5-7B,w/o Imperceptibility,Rewriting,node->ruby copy service,3,3,3,3.0,N
Qwen7B-NoImp-033,Qwen2.5-7B,w/o Imperceptibility,Extension,node->curl stage auth log,2,2,2,2.0,N
Qwen7B-NoImp-034,Qwen2.5-7B,w/o Imperceptibility,Extension,python->wget execute auth log,3,1,4,2.67,N
Qwen7B-NoImp-035,Qwen2.5-7B,w/o Imperceptibility,Extension,cron->wget decode network socket,2,2,2,2.0,N
Qwen7B-NoImp-036,Qwen2.5-7B,w/o Imperceptibility,Extension,ruby->curl execute service,5,4,4,4.33,Y
Qwen7B-NoImp-037,Qwen2.5-7B,w/o Imperceptibility,Replacement,java->tar copy archive,5,5,5,5.0,Y
Qwen7B-NoImp-038,Qwen2.5-7B,w/o Imperceptibility,Replacement,ruby->scp execute auth log,4,4,5,4.33,Y
Qwen7B-NoImp-039,Qwen2.5-7B,w/o Imperceptibility,Extension,bash->cron enumerate config,3,3,3,3.0,N
Qwen7B-NoImp-040,Qwen2.5-7B,w/o Imperceptibility,Replacement,cron->curl execute service,1,1,1,1.0,N
Qwen7B-NoImp-041,Qwen2.5-7B,w/o Imperceptibility,Replacement,java->python copy shell history,4,4,4,4.0,Y
Qwen7B-NoImp-042,Qwen2.5-7B,w/o Imperceptibility,Replacement,wget->scp decode shell history,3,3,3,3.0,N
Qwen7B-NoImp-043,Qwen2.5-7B,w/o Imperceptibility,Rewriting,node->perl enumerate auth log,4,4,4,4.0,Y
Qwen7B-NoImp-044,Qwen2.5-7B,w/o Imperceptibility,Rewriting,curl->cron copy archive,5,5,4,4.67,Y
Qwen7B-NoImp-045,Qwen2.5-7B,w/o Imperceptibility,Replacement,scp->tar execute credential store,3,3,3,3.0,N
Qwen7B-NoImp-046,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->bash decode service,5,5,3,4.33,Y
Qwen7B-NoImp-047,Qwen2.5-7B,w/o Imperceptibility,Extension,ruby->tar copy cache,5,5,5,5.0,Y
Qwen7B-NoImp-048,Qwen2.5-7B,w/o Imperceptibility,Replacement,ruby->cron execute credential store,2,2,2,2.0,N
Qwen7B-NoImp-049,Qwen2.5-7B,w/o Imperceptibility,Extension,python->bash decode cache,1,1,1,1.0,N
Qwen7B-NoImp-050,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->ssh access cache,4,4,3,3.67,N
Qwen7B-NoImp-051,Qwen2.5-7B,w/o Imperceptibility,Rewriting,python->perl transfer cache,5,4,3,4.0,Y
Qwen7B-NoImp-052,Qwen2.5-7B,w/o Imperceptibility,Extension,tar->wget transfer shell history,5,5,5,5.0,Y
Qwen7B-NoImp-053,Qwen2.5-7B,w/o Imperceptibility,Extension,python->tar execute archive,1,1,1,1.0,N
Qwen7B-NoImp-054,Qwen2.5-7B,w/o Imperceptibility,Extension,curl->java modify cache,1,1,1,1.0,N
Qwen7B-NoImp-055,Qwen2.5-7B,w/o Imperceptibility,Replacement,cron->tar transfer network socket,3,2,1,2.0,N
Qwen7B-NoImp-056,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ssh->perl transfer cache,1,1,1,1.0,N
Qwen7B-NoImp-057,Qwen2.5-7B,w/o Imperceptibility,Extension,ssh->curl copy shell history,3,3,3,3.0,N
Qwen7B-NoImp-058,Qwen2.5-7B,w/o Imperceptibility,Extension,ruby->ssh decode cache,4,4,4,4.0,Y
Qwen7B-NoImp-059,Qwen2.5-7B,w/o Imperceptibility,Rewriting,bash->scp decode auth log,1,1,1,1.0,N
Qwen7B-NoImp-060,Qwen2.5-7B,w/o Imperceptibility,Replacement,python->java access archive,5,3,5,4.33,Y
Qwen7B-NoImp-061,Qwen2.5-7B,w/o Imperceptibility,Extension,python->curl modify cache,4,4,3,3.67,N
Qwen7B-NoImp-062,Qwen2.5-7B,w/o Imperceptibility,Extension,ssh->tar copy network socket,3,3,3,3.0,N
Qwen7B-NoImp-063,Qwen2.5-7B,w/o Imperceptibility,Rewriting,bash->tar modify config,4,4,4,4.0,Y
Qwen7B-NoImp-064,Qwen2.5-7B,w/o Imperceptibility,Extension,cron->ruby execute config,2,2,2,2.0,N
Qwen7B-NoImp-065,Qwen2.5-7B,w/o Imperceptibility,Rewriting,bash->ruby access config,5,5,3,4.33,Y
Qwen7B-NoImp-066,Qwen2.5-7B,w/o Imperceptibility,Extension,python->tar modify credential store,4,4,4,4.0,Y
Qwen7B-NoImp-067,Qwen2.5-7B,w/o Imperceptibility,Rewriting,curl->java decode service,3,3,3,3.0,N
Qwen7B-NoImp-068,Qwen2.5-7B,w/o Imperceptibility,Extension,tar->python access archive,5,5,5,5.0,Y
Qwen7B-NoImp-069,Qwen2.5-7B,w/o Imperceptibility,Replacement,tar->ssh transfer auth log,3,4,5,4.0,Y
Qwen7B-NoImp-070,Qwen2.5-7B,w/o Imperceptibility,Replacement,bash->python enumerate cache,5,5,5,5.0,Y
Qwen7B-NoImp-071,Qwen2.5-7B,w/o Imperceptibility,Extension,python->bash enumerate network socket,3,3,3,3.0,N
Qwen7B-NoImp-072,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ssh->tar execute config,4,4,4,4.0,Y
Qwen7B-NoImp-073,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->cron execute service,4,4,4,4.0,Y
Qwen7B-NoImp-074,Qwen2.5-7B,w/o Imperceptibility,Replacement,cron->curl copy service,5,5,5,5.0,Y
Qwen7B-NoImp-075,Qwen2.5-7B,w/o Imperceptibility,Replacement,java->curl stage shell history,4,4,4,4.0,Y
Qwen7B-NoImp-076,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ssh->python decode shell history,5,5,5,5.0,Y
Qwen7B-NoImp-077,Qwen2.5-7B,w/o Imperceptibility,Replacement,ruby->java copy cache,3,3,3,3.0,N
Qwen7B-NoImp-078,Qwen2.5-7B,w/o Imperceptibility,Rewriting,perl->scp access cache,4,4,4,4.0,Y
Qwen7B-NoImp-079,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->tar decode archive,3,3,3,3.0,N
Qwen7B-NoImp-080,Qwen2.5-7B,w/o Imperceptibility,Replacement,bash->ssh modify service,3,3,3,3.0,N
Qwen7B-NoImp-081,Qwen2.5-7B,w/o Imperceptibility,Extension,scp->bash stage cache,3,3,3,3.0,N
Qwen7B-NoImp-082,Qwen2.5-7B,w/o Imperceptibility,Rewriting,perl->wget decode cache,5,5,4,4.67,Y
Qwen7B-NoImp-083,Qwen2.5-7B,w/o Imperceptibility,Extension,ruby->python copy shell history,5,5,5,5.0,Y
Qwen7B-NoImp-084,Qwen2.5-7B,w/o Imperceptibility,Extension,ssh->perl enumerate shell history,4,4,4,4.0,Y
Qwen7B-NoImp-085,Qwen2.5-7B,w/o Imperceptibility,Rewriting,node->python execute service,3,3,3,3.0,N
Qwen7B-NoImp-086,Qwen2.5-7B,w/o Imperceptibility,Replacement,ssh->java decode cache,3,3,3,3.0,N
Qwen7B-NoImp-087,Qwen2.5-7B,w/o Imperceptibility,Rewriting,ssh->node transfer config,1,4,4,3.0,N
Qwen7B-NoImp-088,Qwen2.5-7B,w/o Imperceptibility,Replacement,tar->wget copy auth log,3,3,3,3.0,N
Qwen7B-NoImp-089,Qwen2.5-7B,w/o Imperceptibility,Extension,tar->node modify auth log,4,4,4,4.0,Y
Qwen7B-NoImp-090,Qwen2.5-7B,w/o Imperceptibility,Rewriting,tar->curl execute network socket,4,4,4,4.0,Y
Qwen7B-NoImp-091,Qwen2.5-7B,w/o Imperceptibility,Replacement,ruby->tar modify network socket,3,5,4,4.0,Y
Qwen7B-NoImp-092,Qwen2.5-7B,w/o Imperceptibility,Replacement,tar->wget execute service,4,4,4,4.0,Y
Qwen7B-NoImp-093,Qwen2.5-7B,w/o Imperceptibility,Rewriting,tar->java copy shell history,5,5,5,5.0,Y
Qwen7B-NoImp-094,Qwen2.5-7B,w/o Imperceptibility,Extension,scp->bash execute shell history,2,2,2,2.0,N
Qwen7B-NoImp-095,Qwen2.5-7B,w/o Imperceptibility,Replacement,scp->wget enumerate service,3,3,3,3.0,N
Qwen7B-NoImp-096,Qwen2.5-7B,w/o Imperceptibility,Rewriting,wget->python copy auth log,3,3,3,3.0,N
Qwen7B-NoImp-097,Qwen2.5-7B,w/o Imperceptibility,Extension,ruby->java access shell history,4,1,4,3.0,N
Qwen7B-NoImp-098,Qwen2.5-7B,w/o Imperceptibility,Extension,cron->bash transfer service,3,3,3,3.0,N
Qwen7B-NoImp-099,Qwen2.5-7B,w/o Imperceptibility,Rewriting,tar->bash execute archive,2,2,2,2.0,N
Qwen7B-NoImp-100,Qwen2.5-7B,w/o Imperceptibility,Rewriting,perl->curl access service,1,1,1,1.0,N
Qwen7B-NoHard-001,Qwen2.5-7B,w/o Hardness,Rewriting,tar->node stage config,3,3,3,3.0,N
Qwen7B-NoHard-002,Qwen2.5-7B,w/o Hardness,Replacement,wget->cron transfer service,5,5,5,5.0,Y
Qwen7B-NoHard-003,Qwen2.5-7B,w/o Hardness,Extension,tar->wget execute network socket,1,1,1,1.0,N
Qwen7B-NoHard-004,Qwen2.5-7B,w/o Hardness,Rewriting,curl->bash stage credential store,5,5,5,5.0,Y
Qwen7B-NoHard-005,Qwen2.5-7B,w/o Hardness,Extension,tar->java modify service,3,3,3,3.0,N
Qwen7B-NoHard-006,Qwen2.5-7B,w/o Hardness,Extension,cron->perl access credential store,4,4,4,4.0,Y
Qwen7B-NoHard-007,Qwen2.5-7B,w/o Hardness,Replacement,perl->python execute network socket,5,5,3,4.33,Y
Qwen7B-NoHard-008,Qwen2.5-7B,w/o Hardness,Rewriting,bash->tar execute cache,4,4,4,4.0,Y
Qwen7B-NoHard-009,Qwen2.5-7B,w/o Hardness,Extension,curl->cron stage shell history,5,5,5,5.0,Y
Qwen7B-NoHard-010,Qwen2.5-7B,w/o Hardness,Replacement,cron->scp access network socket,5,5,5,5.0,Y
Qwen7B-NoHard-011,Qwen2.5-7B,w/o Hardness,Extension,python->curl enumerate shell history,1,1,1,1.0,N
Qwen7B-NoHard-012,Qwen2.5-7B,w/o Hardness,Replacement,wget->tar modify config,1,4,4,3.0,N
Qwen7B-NoHard-013,Qwen2.5-7B,w/o Hardness,Rewriting,scp->ssh modify auth log,2,2,2,2.0,N
Qwen7B-NoHard-014,Qwen2.5-7B,w/o Hardness,Rewriting,node->perl modify cache,3,3,3,3.0,N
Qwen7B-NoHard-015,Qwen2.5-7B,w/o Hardness,Rewriting,ssh->java enumerate service,2,2,2,2.0,N
Qwen7B-NoHard-016,Qwen2.5-7B,w/o Hardness,Replacement,curl->ssh stage cache,4,4,4,4.0,Y
Qwen7B-NoHard-017,Qwen2.5-7B,w/o Hardness,Replacement,cron->perl transfer service,4,1,4,3.0,N
Qwen7B-NoHard-018,Qwen2.5-7B,w/o Hardness,Extension,curl->scp stage cache,5,5,3,4.33,Y
Qwen7B-NoHard-019,Qwen2.5-7B,w/o Hardness,Rewriting,perl->tar stage credential store,4,4,4,4.0,Y
Qwen7B-NoHard-020,Qwen2.5-7B,w/o Hardness,Rewriting,tar->ssh modify auth log,3,3,3,3.0,N
Qwen7B-NoHard-021,Qwen2.5-7B,w/o Hardness,Replacement,tar->java transfer archive,3,3,3,3.0,N
Qwen7B-NoHard-022,Qwen2.5-7B,w/o Hardness,Rewriting,curl->scp enumerate config,4,4,4,4.0,Y
Qwen7B-NoHard-023,Qwen2.5-7B,w/o Hardness,Rewriting,python->ruby modify cache,4,4,4,4.0,Y
Qwen7B-NoHard-024,Qwen2.5-7B,w/o Hardness,Extension,python->wget transfer network socket,3,3,3,3.0,N
Qwen7B-NoHard-025,Qwen2.5-7B,w/o Hardness,Rewriting,curl->wget stage config,1,1,1,1.0,N
Qwen7B-NoHard-026,Qwen2.5-7B,w/o Hardness,Extension,bash->perl modify credential store,4,4,4,4.0,Y
Qwen7B-NoHard-027,Qwen2.5-7B,w/o Hardness,Replacement,curl->scp execute archive,3,3,3,3.0,N
Qwen7B-NoHard-028,Qwen2.5-7B,w/o Hardness,Extension,ssh->tar decode cache,4,4,4,4.0,Y
Qwen7B-NoHard-029,Qwen2.5-7B,w/o Hardness,Replacement,python->java stage credential store,4,4,4,4.0,Y
Qwen7B-NoHard-030,Qwen2.5-7B,w/o Hardness,Extension,java->node modify config,5,5,3,4.33,Y
Qwen7B-NoHard-031,Qwen2.5-7B,w/o Hardness,Rewriting,cron->ruby access archive,1,1,1,1.0,N
Qwen7B-NoHard-032,Qwen2.5-7B,w/o Hardness,Extension,wget->python modify shell history,3,2,4,3.0,N
Qwen7B-NoHard-033,Qwen2.5-7B,w/o Hardness,Rewriting,scp->node stage credential store,4,4,4,4.0,Y
Qwen7B-NoHard-034,Qwen2.5-7B,w/o Hardness,Extension,node->python decode archive,2,2,2,2.0,N
Qwen7B-NoHard-035,Qwen2.5-7B,w/o Hardness,Replacement,curl->wget transfer shell history,4,5,3,4.0,Y
Qwen7B-NoHard-036,Qwen2.5-7B,w/o Hardness,Rewriting,cron->curl transfer service,4,4,4,4.0,Y
Qwen7B-NoHard-037,Qwen2.5-7B,w/o Hardness,Extension,cron->ruby modify config,3,3,3,3.0,N
Qwen7B-NoHard-038,Qwen2.5-7B,w/o Hardness,Extension,java->python stage config,4,4,4,4.0,Y
Qwen7B-NoHard-039,Qwen2.5-7B,w/o Hardness,Rewriting,perl->ssh modify auth log,4,4,4,4.0,Y
Qwen7B-NoHard-040,Qwen2.5-7B,w/o Hardness,Rewriting,curl->ruby execute cache,1,4,4,3.0,N
Qwen7B-NoHard-041,Qwen2.5-7B,w/o Hardness,Extension,curl->java access cache,4,4,4,4.0,Y
Qwen7B-NoHard-042,Qwen2.5-7B,w/o Hardness,Replacement,curl->tar execute archive,5,5,5,5.0,Y
Qwen7B-NoHard-043,Qwen2.5-7B,w/o Hardness,Rewriting,cron->curl copy service,5,5,5,5.0,Y
Qwen7B-NoHard-044,Qwen2.5-7B,w/o Hardness,Rewriting,ssh->tar execute credential store,1,4,4,3.0,N
Qwen7B-NoHard-045,Qwen2.5-7B,w/o Hardness,Replacement,ssh->java decode shell history,5,5,5,5.0,Y
Qwen7B-NoHard-046,Qwen2.5-7B,w/o Hardness,Replacement,tar->node stage cache,4,4,4,4.0,Y
Qwen7B-NoHard-047,Qwen2.5-7B,w/o Hardness,Extension,node->bash modify service,3,3,3,3.0,N
Qwen7B-NoHard-048,Qwen2.5-7B,w/o Hardness,Extension,tar->java modify service,2,4,3,3.0,N
Qwen7B-NoHard-049,Qwen2.5-7B,w/o Hardness,Rewriting,scp->node decode auth log,3,3,3,3.0,N
Qwen7B-NoHard-050,Qwen2.5-7B,w/o Hardness,Replacement,curl->perl enumerate network socket,4,4,4,4.0,Y
Qwen7B-NoHard-051,Qwen2.5-7B,w/o Hardness,Rewriting,ssh->node access cache,2,2,2,2.0,N
Qwen7B-NoHard-052,Qwen2.5-7B,w/o Hardness,Extension,python->cron enumerate config,4,4,4,4.0,Y
Qwen7B-NoHard-053,Qwen2.5-7B,w/o Hardness,Rewriting,python->cron copy service,3,3,3,3.0,N
Qwen7B-NoHard-054,Qwen2.5-7B,w/o Hardness,Rewriting,tar->scp decode config,4,1,3,2.67,N
Qwen7B-NoHard-055,Qwen2.5-7B,w/o Hardness,Extension,tar->perl stage shell history,3,3,3,3.0,N
Qwen7B-NoHard-056,Qwen2.5-7B,w/o Hardness,Rewriting,python->tar stage cache,3,3,3,3.0,N
Qwen7B-NoHard-057,Qwen2.5-7B,w/o Hardness,Extension,ruby->curl decode cache,4,3,4,3.67,N
Qwen7B-NoHard-058,Qwen2.5-7B,w/o Hardness,Rewriting,node->wget transfer archive,5,5,5,5.0,Y
Qwen7B-NoHard-059,Qwen2.5-7B,w/o Hardness,Replacement,tar->bash copy network socket,3,3,3,3.0,N
Qwen7B-NoHard-060,Qwen2.5-7B,w/o Hardness,Rewriting,java->curl decode network socket,3,3,3,3.0,N
Qwen7B-NoHard-061,Qwen2.5-7B,w/o Hardness,Rewriting,curl->bash modify auth log,5,5,5,5.0,Y
Qwen7B-NoHard-062,Qwen2.5-7B,w/o Hardness,Replacement,wget->ruby execute cache,5,5,5,5.0,Y
Qwen7B-NoHard-063,Qwen2.5-7B,w/o Hardness,Extension,node->ssh transfer cache,3,3,3,3.0,N
Qwen7B-NoHard-064,Qwen2.5-7B,w/o Hardness,Rewriting,java->node transfer archive,4,4,3,3.67,N
Qwen7B-NoHard-065,Qwen2.5-7B,w/o Hardness,Replacement,perl->ruby stage cache,4,4,4,4.0,Y
Qwen7B-NoHard-066,Qwen2.5-7B,w/o Hardness,Extension,cron->tar enumerate cache,2,2,2,2.0,N
Qwen7B-NoHard-067,Qwen2.5-7B,w/o Hardness,Replacement,curl->java access credential store,4,4,4,4.0,Y
Qwen7B-NoHard-068,Qwen2.5-7B,w/o Hardness,Extension,java->cron execute service,4,4,4,4.0,Y
Qwen7B-NoHard-069,Qwen2.5-7B,w/o Hardness,Rewriting,wget->java modify auth log,2,2,2,2.0,N
Qwen7B-NoHard-070,Qwen2.5-7B,w/o Hardness,Replacement,ssh->ruby decode cache,5,5,4,4.67,Y
Qwen7B-NoHard-071,Qwen2.5-7B,w/o Hardness,Replacement,cron->ssh transfer shell history,4,3,5,4.0,Y
Qwen7B-NoHard-072,Qwen2.5-7B,w/o Hardness,Replacement,ruby->perl modify cache,5,5,3,4.33,Y
Qwen7B-NoHard-073,Qwen2.5-7B,w/o Hardness,Extension,node->ssh enumerate config,5,5,3,4.33,Y
Qwen7B-NoHard-074,Qwen2.5-7B,w/o Hardness,Extension,ssh->curl copy auth log,4,4,4,4.0,Y
Qwen7B-NoHard-075,Qwen2.5-7B,w/o Hardness,Extension,cron->ruby transfer archive,4,4,4,4.0,Y
Qwen7B-NoHard-076,Qwen2.5-7B,w/o Hardness,Extension,tar->curl enumerate cache,4,5,5,4.67,Y
Qwen7B-NoHard-077,Qwen2.5-7B,w/o Hardness,Rewriting,perl->bash transfer network socket,2,2,2,2.0,N
Qwen7B-NoHard-078,Qwen2.5-7B,w/o Hardness,Rewriting,python->bash copy network socket,3,3,3,3.0,N
Qwen7B-NoHard-079,Qwen2.5-7B,w/o Hardness,Rewriting,curl->ssh transfer service,5,5,5,5.0,Y
Qwen7B-NoHard-080,Qwen2.5-7B,w/o Hardness,Replacement,perl->scp execute network socket,4,4,4,4.0,Y
Qwen7B-NoHard-081,Qwen2.5-7B,w/o Hardness,Replacement,ruby->cron access cache,2,2,2,2.0,N
Qwen7B-NoHard-082,Qwen2.5-7B,w/o Hardness,Rewriting,ssh->java decode auth log,1,1,1,1.0,N
Qwen7B-NoHard-083,Qwen2.5-7B,w/o Hardness,Replacement,curl->tar enumerate credential store,4,4,1,3.0,N
Qwen7B-NoHard-084,Qwen2.5-7B,w/o Hardness,Extension,ssh->python decode shell history,3,3,3,3.0,N
Qwen7B-NoHard-085,Qwen2.5-7B,w/o Hardness,Rewriting,java->bash execute credential store,4,4,4,4.0,Y
Qwen7B-NoHard-086,Qwen2.5-7B,w/o Hardness,Extension,java->node copy service,3,3,3,3.0,N
Qwen7B-NoHard-087,Qwen2.5-7B,w/o Hardness,Rewriting,ruby->scp decode credential store,2,2,2,2.0,N
